District,Name of NGO in Nepali,Name of NGO in English,Acronym,Address,Telephone,Fax,Email,Website,Office Mobil,Contact Person,Working Sector
Parsa,सामुदायिक विकास स्रोत केन्द्र नेपाल ,"Community Development Resource Centre, Neipal",,Ramnagari-7,,,,,,,
Parsa,सामुदायिक विकास तथा सशक्तिकरण केन्द्र ,Community Development and Empowerment Centre,,Birganj-14,,,,,,,
Parsa,सर्बोतम युवा क्लव ,Sarbottam Yuwa Club,,Bisrampur-8,,,,,,,
Parsa,दि ग्रेट युवा क्लव ,The Great Yuwa Club,,Kauwaban kataiya-1,,,,,,,
Parsa,विद्यार्थी जागरण मञ्च ,Student Awareness Forum,,Birganj-12,,,,,,,
Parsa,राधेमाई वहुउद्देश्यीय युवा क्लव ,Radhemai Mulipurpose Yuwa Club,,Birganj-16,,,,,,,
Parsa,सामाजिक एवं वातावरणीय विकास संस्था ,Social and Environmental Development Organization,,"Birgunj-14,",9845036166,,,,9845036166,Suresh pd Koiri,
Parsa,दिव्य युवा क्लव ,Dibya Yuwa Club,,Birganj-10,05-9534050,,ramskart_patls@yahoo.com,,,Rama Nand Chauhan,
Parsa,त्रिनेत्र युवा क्लव ,Trinetra Yuwa Club,,Pakahamainpur-3,,,,,,,
Parsa,शिवपार्वती विकास क्लव ,Shiva Parbati Development Club,,"Jhauwaguthi-5, Pokhariya",,,,,,,
Parsa,न्यू टाइगर क्लव ,New Tiger Club,,Birganj-9,,,,,9845039290,Umesh Kumar Gupta,
Parsa,गरिव तथा दलित उत्थान सेवा समिति ,Poor and Dalit Upliftment Service Committee,,Birganj-18,,,,,,,
Parsa,समाज कृति युवा क्लव ,Social Kriti Youth Club,,Jhauwaguthi-4,,,,,,,
Parsa,आशा मिलन समूह ,Asha Milam Samuha,,Birganj -15,51533458,,monimachhetri@yahoo.com,,,Suhauni Devi chaudhary,
Parsa,सामाजिक अध्ययन तथा जनसञ्चार केन्द्र ,Social Research and Mass Communication Centre,,Birganj-16,,,,,,,
Parsa,हाम्रो आवाज ,Our Voice,,Biruwaguthi-1,,,,,,,
Parsa,सामुदायिक विकास केन्द्र ,Community Development Centre,,Samjhouta VDC-8,9804283533,,,,9845310452,Manoj Kumar Gupta,
Parsa,महिला सर्वाङ्गिण विकास तथा सशक्तिकरण समाज ,Congress Of Overall Development and Empowerment Of Women,,Birganj-16,051-528938,,,,,Pramila Kafle,
Parsa,स्थानीय अग्रसरता विकास सहयोग कार्यक्रम ,Local Initiationn Development Support Program,,Birganj-13,051-524250/985039203,,ram_slpa@yahoo.com,,,,
Parsa,महिला सशक्तिकरण तथा बाल कल्याण संघ नेपाल ,Women Empowerment and Child Welfare Association Nepal,,Siwarwa-5,,,,,,,
Parsa,वातावरणीय प्रदुषण नियन्त्रण तथा विकास संस्था ,Environment Pollution Control and Development Organization,,Birganj-16,,,,,,,
Parsa,भिजन नेपाल ,Vision Nepal,,,,,,,,,
Parsa,सहयात्री समाज ,Sahayatri Samaj,,,,,,,,,
Parsa,युवा तथा वातारण विकास केन्द्र ,Youth and Environment Development Centre,,"Udayapurghurmi-2, Kuhadi",9855022801,,kush_ajay09@yahoo.com,,9807231649,Ajay Kushwaha,
Parsa,शिक्षा विकास नेपाल ,Education Development Nepal,,"Birgunj-14,",,,,,9845060511,Radhindra Nath Ghose,
Parsa,नेपाल भोजपुरी साहित्य कला परिषद ,Nepal Bhojpuri Sahitya Kala Paribar,,Birgunj-9,,,,,,Nagendra Shah,
Parsa,महिला प्रजनन् स्वास्थ्य सुरक्षा ,Women Reproductive Health Save Forum,,Mahuwan-7,,,,,,,
Parsa,सिमान्तकृत युवा क्लव,Simantakreet Youth Club,,Mahuwan-7,,,,,,,
Parsa,ग्रामीण समाज जिल्ला बिकास केन्द्र,Rural Society District Development Centre,,Birganj-10,,,,,,,
Ramechhap,तामाकोशी सेवा समिति,Tamakosi Service Committee,,Manthali -6,,,,,9854010091,Gobind ghimire,
Ramechhap,सुब्बा कृष्णलाल स्मृती सेवा समिती,Subba Krishnalal Memorieal Sewa Samiti,,Kathajor -3,,,,,9854040006,Gunja bdr Shrestha,
Ramechhap,सुनकोशी सेवा समिति,sunkosi Service Committee,,Rampur-6,,,,,9844066064,Dil bahadur Sunuwar,"education,health"
Ramechhap,नवज्योति समूह,Nawa Jyoti Group,,Rampur-9,,,,,9744051173,Gobind  Sunuwar,"agriculture, game"
Ramechhap,चारघरे सेवा समिती,Charghare Sewa Samiti,,Rampur-3 ,,,,,9851061149,Dunjaraj Shrestha,"poverty reduction, social mobilization, income generation,infrastructure development"
Ramechhap,सामुदायिक जनशक्ति बिकास कार्यक्रम ,Community Human Resource  Development Program,,Okheni -6,,,,,9744016032,Gehendra bdr Darlami,"poverty reduction, social mobilization, income generation,infrastructure development,sustanable soil management "
Ramechhap,प्रयास समूह,Prayas Samuha,,Ramechhap- 9 ,,,,,9744000390,Surendra Basnet,
Ramechhap,जनकल्याण सेवा समिति,public Welfare Service Committee,,Salu-5 ,,,,,9744009134,Jagat bdr Tamang,"Agriculture, Livestok,income generation"
Ramechhap,जनहित संरक्षण मञ्च,Janahit Samrakshayan Manch,,Saipu-8,,,,,9841443853,Ganesha paudel," Interprinarsip devlopment,social development, environment conservation"
Ramechhap,नवज्योति युवा क्लब,Nawa Jyoti Yuwa  Club,,Khadadevi-1 ,,,,,9841297286,Premkrishna shrestha,"game,Pece buliding ,environment ,culturel,livelihood ,education"
Ramechhap,समाज सेवी युवा क्लब,Social Service Youth Club,,Hiledevi-8,,,,,9751001658,Kul  bdr thing,"income generation, Infrastructure, Livelihood, micro-hydro, institution development"
Ramechhap,पहाडी समाज कल्याण केन्द्र,Hilly Society Welfare Centre,,Doremba-6,,,pskrch@ntc.net.np,,48540287 9841755000,Ratna prasad kadel,"Income generation, Infrastructure, Livelihood, micro-hydro, institution development"
Ramechhap,श्रृजनशील युवा क्लब,Srijansil Youth Club,,Chisapani-6,,,,,9744015601,bhuban kumar shrestha   ,"income generation, Infrastructure, Livelihood, micro-hydro, institution development"
Ramechhap,शान्ति दीप युवा क्लब,Shanti Deep Yuwa Club,,Manthali-6,,,,,9754203343,Birendra shrestha,"Game,Pece buliding ,environment "
Ramechhap,हिमाली ग्रामीण विकास समूह,Himali Rural Development Committee,,Suvakasthali,,,,,,,
Ramechhap,उत्साही जनसमुह–नेपाल,Utsahi Jana Samuha Nepal,,Gunsi-9 ,,,,,,,
Ramechhap,कालिदेवी परोपकार संस्था,Kalidevi Paropakar Sasntha,,Sanghutar-2,,,,,9741183841,Padam prasad Neupane ,"Health,culture conservation,education"
Ramechhap,नेपाल समाज सेवा संघ,Nepal Social Service Association,,Bamtibhandar-2,,,rokatbasnet@hotmail.com,www.nssa.org.np,"048620132
9754203332
9844044475
",Upendra Pd Ghimire,"Poverty reduction, social mobilization, income generation,infrastructure development"
Ramechhap,बौद्ध ध्र्योता हयल्सा युवा क्लब,Bauddha Dhyorta Yuwa Club,,Phulasi-8,,,,,,Sonam Tamang,Culture conservation
Ramechhap,ओम च्योम्देन्हो ग्रुप समाज नेपाल,Om Chyomdenho Group society Nepal,,Hiledevi-4,,,,,9844044475,Hasta bdt Tamang,Culture conservation
Ramechhap,पानस नमुना समाज ,Panas Namuna Samaj,,Bethan -2,,,,,9741042562,Ramchandra Pande,"Health,  education, Income generation,"
Ramechhap,तामाङ्ग मितेरी सेवा समाज,Tamang Friendship Society Service,,Lakhanpur-6,,,,,9841477150,Prem sagar Lama,"Health,education, culture conservation"
Ramechhap,एकिकृत ग्रामीण विकास केन्द्र,Integrated Rural Development centre,,Manthali -2,,,,,,Hari Subedi,"Health, education, Drinking water,Game"
Ramechhap,सामुदायिक बिकास समाज,Community Development Society,,"Manthali-6, Devkota chok",,,,,"
9841508066,048540054",Shibaraj Shrestha,"Education,Infrastructure  development, Social mobilization,Human Rights,Peace bulding and good governance"
Ramechhap,क्रिस्टल युवा क्लब नेपाल,Kristal Yuwa Club Nepal,,Gumdel -7,,,,,9851045427,Rinji Sherpa,"Health,education"
Ramechhap,शिवशक्ति युवा क्लब,Shiva Shakti Yuwa Club,,Salu-6 ,,,,,9849272439,Shyam khadka,
Ramechhap,निजानन्द सामाजिक सेवा समिति,Nijananda Social Service Committee,,Majhuwa-1 ,,,,,"9741137890 ,9741250750",Krishnacharan Shrestha,"Agricalture,Health,education"
Ramechhap,एकिकृत ग्रामिण विकास मञ्च,Integrated Rural Development Forum,,Saipu-8,,,,,9744027474,Dhurba Paudel,
Ramechhap,लिखु सुसेली संरक्षण परिषद,Likhu Suseli Samrkshan Parisad,,Saipu-6,,,,,"048– 620026, 9741060108",Prakashachandra Shrestha," institution development,awareness programme, ,culture conservation"
Ramechhap,जनहित यूवा क्लव,Janahit Yuwa Club,,Khaniyapani-3,,,,,,,
Ramechhap,गर्जाङ खिम्ती समाज सेवा समूह,Garjang Khimti Social Service Group,,Chuchure-2 ,,,,,9849910658,Nanikaji Khadka,
Ramechhap,गाउँ विकास केन्द्र,Village Development Centre,,Virpani-6,,,,,9741046834,Gyankumar Shrestha,
Ramechhap,मित्रता विकास तथा थानापति ग्रामीण विकास केन्द्र,Mitrata Bikas tatha Thanapati Gramin Bikas Kendra,,Manthali-4 ,,,,,,,
Ramechhap,जन कल्याण सामुदायिक विकास मञ्च,Public Welfare Community Development Forum,,Punkhuri-1,,,,,,,
Ramechhap,श्री समाज कल्याण मगर सेवा समिति,Shree Social Welfare Magar Sewa Samiti,,Rakathum -4 ,,,,,974116139,Jagat bdr Magar,Magar Culture conservation
Ramechhap,शितल गंगा युवा क्लव,Shital Ganga Yuwa Club,,Those-5,,,,,,,
Ramechhap,रामेछाप समाज,Ramechhap Samaj,,Manthali- 4,,,,,048 – 540305,Mohan Shrestha,
Ramechhap,जोर धारा यूवा समूह,Jordhara Yuwa Samuha,,Chuchure-7,,,,,,,
Ramechhap,दृष्टिविहिनहरुको गतिशिल समाज ,Dynamic Society for Blinds,,Manthali-4 ,,,,,,Babukaji Shrestha,
Ramechhap,श्री जनकल्याण समाज सेवा समिति,Shree Public Welfare Society Service Committee,,Majhuwa-5,,,,,9741042120,Shankar Shrestha,
Ramechhap,जनभावना युवा क्लब,Jana Bhawana Yuwa Club,,Tokarpur-5,,,,,048 540467 9741044764,Kumar Kadel,"poverty reduction, social mobilization, income generation,infrastructure development,Agriculture Devlopment"
Ramechhap,जनसहयोगी सेवा समिति,Jana Sahayogi Sewa Samiti,,Khimti-7,,,,,9754203325,Durga bdr Shresths,
Ramechhap,मलागिरी विकास केन्द्र,Mala Giri Development Centre,,Ramechhap-2,,,,,9844044208,Pradip Shrestha,"Health,social development,consciousness development"
Ramechhap,विकासका लागि स्वावलम्वी समाज (विश्वास) नेपाल,Self Relieant Society for Development ,,Manthali- 4,,,,,,Dhurba Karki,"Social empowering,social development"
Ramechhap,गुन्जेश्वरी जनहित युवा क्लव,Gunjeswori Janhit yuwa Club,,Kathahor-4,,,,,,,
Ramechhap,रामेछाप व्यवसायिक महिला क्लव,Ramechhap Business and professional Women Club,,Manthali-4,,,efbf_rbpw@yahoo.com,,"048-540008,9744000179",Januki Shrestha,"Quality Education ,better livelihood,Women and child  right,"
Ramechhap,सामुदायिक सेवा केन्द्र ,Community Service Centre,,Manthali-5 ,,,,,9844044004,Rameshor Shrestha,consciousness development
Ramechhap,नेपाल समाज विकास केन्द्र,Nepal Society Development Centre,,Hiledevi-4,,,,,,,
Ramechhap,पारावी विकास समाज ,Parawi Development Society,,Manthali -4 ,,,,,9741021565,Ramkrishna Lama,"Education,Driking water,environment conservation,"
Ramechhap,चण्डेश्वरी युवा क्लव ,Chandeswori Yuwa Club,,Priti-7,,,,,9744028098,Man bdr Khatri,"game,social development"
Ramechhap,नवदुर्गा युवा क्लब ,Nawa Durga Yuwa Club,,Vatauli-4,,,,,9844043867,Basudev Prasai,
Ramechhap,शिवालय युवा क्लब,Shiwalaya Yuwa Club,,Chuchure-7,,,,,9741164948,Rudra bdr Karki,
Ramechhap,श्री कालिदेवी युवा क्लब ,Shree Kali Devi Yuwa Club,,Kathajor-9,,,,,048-540415,Gunja bdr Karki,
Ramechhap,जिल्ला लघुउद्यमी समूह संघ,District Micro Entrepreneurs Group Association,,Manthali-6,,,dmegarch@Yahoo.com,,"048-540489 ,9741043704",Gunja bd Karki,"Targated group of people, Micro-enterprises Development,"
Ramechhap,ठोसे टापु ग्रामीण विकास सेवा समिति ,Those Tapu Rural Development Service Committee,,Those-6,,,,,9741050927,,
Ramechhap,उद्यम विकास सेवा समाज ,Enterprise Development Service Society,,Manthali-6,,,,,"048-540157,9844044785",Ramesh Kumar Ghimire,"Micro-enterprises Development ,social development"
Ramechhap,सुनकोशी सामाजिक सेवा समिति ,Sunkosi Social Service Committee,,Virpani-1,,,,,,,
Ramechhap,अभियान नेपाल ,Abhiyan Nepal,,Manthali-4,,,,,9841549685,Anil Lekali,"Social empowering,social development"
Ramechhap,सिर्जना युवा क्लब ,Srijana Yuwa Club,,Pharpu -8,,,,,9843156146,Nabara Sunuwar,
Ramechhap,जनसेवा युवा समाज (जोस),Public Service Youth Society ,,Phakarbas-6,,,,,,,
Ramechhap,हामी गछौँ नेपाल ,We Do Nepal,,Vatauli-2,,,,,9844066685,Rajesha kumar Shrestha,Social development
Ramechhap,कोपिला युवा क्लब ,Kopila yuwa Club,,Priti-7,,,,,9744016164,Dilliram Sunuwar,"game,environment conservation"
Ramechhap,नेपाल ग्रामीण समाज विकास केन्द्र ,Nepal Rural Society Development Centre,,Manthali -6,,,,,9844043975,Janak Lama,
Ramechhap,नागरिक सरोकार समूह नेपाल ,Civil Concern Group Nepal,,Manthali-6,,,,,,Pakasha Karki,social development
Ramechhap,सामुदायिक विकास अभियान नेपाल,Campaign for Community Development Nepal,,Doramba-2,,,,,9744034430,Norbu Younjan,"Culture programme ,Game "
Ramechhap,प्रगतिशील समाज सुधार युवा क्लब ,Progressive Society Improvement Youth Club,,Rakathum-7,,,,,9841651335,Bisnukumar Shrestha,"social Infrastructure drvelopment, culture conservation , good governance"
Ramechhap,लवग्रिन विकास समिति ,Love Green Development Centre,,Doramba-3,,,,,9741175662,Nirmal Ghising,
Ramechhap,प्रगतिशील सामुदायिक सेवा केन्द्र ,Progressive Community Service Centre,,Tokarpur-6,,,,,,Mohan thapa Magar,
Ramechhap,मानवीय विकास सहयोग समाज ,Society for Human Development & Cooperation  ,,Ramechhap -9,,,pradeepbhangeri@yahoo.com ,,,,
Ramechhap,गंगालाल सामुदायिक सेवा केन्द्र ,Ganga Lal Community Service Centre,,"Ramechhap-4, Bhangeri",,,,,,NAKrishnabhkta Shrestha,
Ramechhap,सरस्वती युवा क्लब ,Saraswati yuwa Club,,"Makadum-5, Khatrigaun",,,,,,,
Ramechhap,सर्वाङ्गिण विकास अनुसन्धान समाज नेपाल ,Wholism Development Research Society Nepal,,Manthali-4,,,,,,,
Ramechhap,सरस्वती जनहित युवा क्लब ,Saraswati Public Welfare Youth Club,,Bethan -2,,,,,9851011376,Jibanraj kc,Social  development
Ramechhap,भल्वाडी मैत्रीय सेवा समिति ,Bhalwadi Maitriya Sewa Samiti,,Bethan-5,,,,,9751004656,Krishna Tamang,Social development
Ramechhap,उमा तिर्थ युवा क्लब ,Uma Tirtha Yuwa Club,,"Gumdel-4, Kamawaling",,,,,,,
Ramechhap,श्री सहारा युवा क्लब ,Shree Sahara Yuwa Club,,"Duragaun-9 , Kuvinde",,,,,9741194099,Giriraj Sunuwar,
Ramechhap,रामेछाप युवा सञ्जाल ,Ramechhap Yuwa Network,,Manthali-4,,,,,,khusahari Bhudhathoki,
Ramechhap,जनहित मञ्च नेपाल ,Public Welfare Forum Nepal,,"Gelu-1, Sikral",,,,,,,Na
Ramechhap,सामुदायिक विकास केन्द्र नेपाल ,"Community Development Centre, Nepal",,"Gelu-1, Sikral",,,,,9754203220,,
Ramechhap,महिला अधिकार मञ्च ,Women Rights Forum,,"Manthali-5, Aakase",,,,,9849303384,Ganga Karki,Women Empowering
Ramechhap,ग्रामीण विकास तथा जनचेतना अभिवृद्धि अभियान ,Rural Development and Public Awareness Promotional Campaign,,"Chisapani-7, Ghimire Tole",,,rudab_mission@yahoo.com,,9744015766,Rambabu Ghimire,
Ramechhap,सूर्योदय समाज सेवा ,Suryodaya Samaj Sewa,,Hiledevi -6,,,,,9741064005,Surendra Thing,
Ramechhap,गुन्सी युवा क्लव ,Gunsi Yuwa Club,,"Gunsi, Bhadaure-1",,,,,"9818329936, 9741144388",Kamal Prasad Gautam,"Health, social development"
Ramechhap,एकीकृत एवं परिवर्तनशील युवा क्लव,Unite Changeable Youth Club,,Makadum-2,,,,,9843000707,Ubaraj karki,
Ramechhap,दिगो विकास महासंघ ,Sustainable Development Federation,,Manthali-4,,,,,9754203374,Gyan bdr Khadka,
Ramechhap,सयपत्री समाज सेवा समिति ,Sayapatri Social Service Committee,,Tokarpur-8,,,,,9841595607,Tilak bdr Thapa Magar,
Ramechhap,सिर्जनशील स्टार युवा क्लव ,Creative Star Yuwa Club,,Bamtibhandar-2,,,basnetpradeep_20@yahoo.com,,9744031434,Pradip Basnet,
Ramechhap,नवक्रान्तिकारी युवा क्लव ,Nawakrantikari Yuwa Club,,Kuvukasthali-2,,,,,9741087732,Lalkrishna Guragai,
Ramechhap,भ्वाँसा अनमिन मैत्रीय सुनापति समाज नेपाल ,Bhwasa Manamin maitriya  Sunapati Samaj Nepal,,Bethan-9,,,,,9851040025,Gyaneshor Lama,
Ramechhap,ग्रामीण विकास समाज एकता केन्द्र ,Rural Development Society Unity Centre,,Hiledevi-3,,,tasbirlama@yahoo.com,,9841785732,Rajendrqkumar Moktan,
Ramechhap,बुद्धज्योति हिमालय युवा क्लव ,Buddha Joyti Himalya Yuwa Club,,Phulasi-8,,,,,9741053236,Pema Lama,
Ramechhap,जनजाति विकास मञ्च नेपाल ,"Janajanti Dedelopment Forum, Nepal",,Manthali -6,,,,,9744023265,Milan kumar Ghising,
Ramechhap,ग्रामीण सामुदायिक विकास केन्द्र ,Rural Community Development Centre,,Manthali-4,,,,,9744016080,Dil bdr Basnet,Social development
Ramechhap,जागरुक समाज “जोश”,"Jagaruk Society ""Josh""",,Rampur-3,,,jagaruksamaj@yahoo.com,www.josh.com.np,9744016385,Komal Das Shrestha,"Natural resource management,awareness program, livelihood"
Ramechhap,पश्चिमी रामेछाप पर्यटन विकास केन्द्र ,Western Remechhap Tourism Development Center,,Doramba -3,,,jyc@ntc.net.np,,9741249299,Reshamlal Yonjan,Tourism Area Devlopment programme
Ramechhap,केउरेनी जनजाग्रीत समूह ,Keureni Janajagriti Samuh ,,"Khimti-8, Keureni",,,,,9741097967,Bibek Shrestha,
Ramechhap,सेतो गुराँस बाल विकास सेवा ,Seto Gurans Child development Service ,,"Manthali-5, Aakase",,,,,9754205122,Shanti PrasadPaudel,
Ramechhap,जनउत्थान युवा सञ्जाल ,Jana Utthan Youth Network,,"Rakathum-2, Kusumbot",,,,,9841815084,Man bdr Shrestha,
Ramechhap,अग्लेश्वरी सृजनशील दलित सेवा समाज ,Agleshwori Sirjanshil Dalit Sewa Samaj ,,"Doramba -4, Chaurtole ",,,,,98413569574,Bam Bahadur BK,"Helth,education,social development,Dali Righat"
Ramechhap,मानव अधिकारका लागि महिला एकल महिला समूह ,Women for Human Right Single Women Group ,,"Aakase-5, Aakase",,,,,9744028305,Pramila Sapkota,"Social Mobilization,Singl women righat"
Ramechhap,उत्प्रेरित राष्ट्र विकास समाज नेपाल ,Utprerit Rastra Bikas Samaj Nepal ,,"Hiledevi-2, Khtpa, Swara",,,,,9841144372,Tej Bahadur BK,
Ramechhap,गंगेश्वर युवा क्लव ,Gangeshwar Youth Club,,"Tilpung -2, ",,,,,9744016075,Komal Prasad Upawyaya,"Gamr, education"
Ramechhap,साइनिङ्ग स्टार युवा क्लब,Sining Star Youth Mancha Nepal,,Rakathim -3,,,,,9841910296,Najaraj Lama,"Social development,infrastructure development"
Ramechhap,त्रीवेणी सेवा समिति,Tirbeni Service Committee,,Tokarpur-9,,,,,,,
Ramechhap,शैलुङ्ग विकास केन्द्र,Shailung Development Center,,Doramba-3,,,,,,,
Ramechhap,लुखिचाँ सेवा समिति,Lukhicha Sewa Samiti,,,,,,,,,
Rasuwa,जनजागरण मञ्च,Public Awareness Forum,,Laharepauwa -3,,,,,,,
Rasuwa,हिमाली यूवा क्लव,Himali Youth Club,,Laharepauwa -3,,,,,,,
Rasuwa,मानव अधिकार तथा समाज केन्द्र,Human Rights and Social Centre,,Dhunche,,,,,,,
Rasuwa,ग्रामीण क्षेत्र विकास मञ्च,Rural Area Development Forum,,Laharepauwa -1,,,,,,,
Rasuwa,सामाजीक कल्याण तथा वातावरण संरक्षक सोसाइटी,Social Welfare and Environment Protection Society,,Laharepauwa -1,,,,,,,
Rasuwa,जागृत यूवा शतmी क्लव,Jagrit Yuwa Shakti Club,,"Dhubung -5, KalikaSthan",,,,,,,
Rasuwa,जनजागृति महिला समूह ,Jana Jagrit Mahila Samuha,,Laharepauwa -3,010-670270,,,,,,
Rasuwa,दिगो उद्यम तथा वातावरण विकास समाज ,Sustainable Enterprise and Environment Development Society,,Dhunche-5,010-540269,,,,,,
Rasuwa,जिल्ला लघु उद्यम संघ ,District Micro-Enterpreneur's Group Association,,Dhunche-5,010-540269/010-670065,,,,,,
Rasuwa,रसुवा अपाङ्ग पुनस्थापना केन्द्र नेपाल ,Rasuwa Disabled Rehabilitation Centre,,dhunche-5,010-670112,,,,,,
Rasuwa,श्री लालीगुराँस सामुदायिक विकास केन्द्र ,Shree Laligurans Community Development Centre,,Laharepauwa-9,016-221282,,,,,,
Rasuwa,भदौरे समाज सुधार समिति ,Bhadaure Community Development Committee,,Vorle-8,016-63385,,,,,,
Rasuwa,दुर्गम नेपाल ,Remote Nepal,,Dhunche-5,010-4720522,,subashagaman@yahoo.com,,,,
Rasuwa,क्यानभास रिसर्च सेन्टर ,Canvas Research Centre,,Laharepauwa-1,9841464042,,letter_canvas@yahoo.com,,,,
Rasuwa,रसुवा उत्थान समाज नेपाल ,Rasuwa Progressive Society Nepal,,Laharepauwa-1,010-670111,,rasuwapromotion@yahoo.com.np,,,,
Rasuwa,नेपाल महिला आमा समूह ,Nepal Mahila Aama Samuha,,Dhunche-5,010-540152,,,,,,
Rasuwa,महिला मुक्ति सचेतना समाज ,Women Liberation And Awareness Society,,Daibung-5,,,,,,,
Rasuwa,पलगुम्बा सोसाइटी युवा क्लव ,Palgumba Society Youth Club,,Goljung-7,010-692204,,,,,,
Rasuwa,मानव अधिकार तथा सामुदायिक विकास स्रोत केन्द्र ,Human Rights and Community Development Resource Centre,,Dhaibung-5,016-216423,,sonisha_sharma@yahoo.com,,,,
Rasuwa,लाङटाङ क्षेत्र संरक्षण सरोकार समाज ,Langtang Area Conservation Concern Society,,Daibung-5,010-540218,,laccos_07@yahoo.com,,,,
Rasuwa,श्री उत्पन्नेश्वर ग्रामीण विकास मञ्च ,Shree Utpaneswor Rural Development Forum,,"Dhaibung-5, Jibjibe Maneswora",,,paudelprem@gmail.com,,,,
Rasuwa,श्री डाँडा गाउँ सोसाइटी ,Shree Danda Gaung  Society,,Danda Gaun-5 ,,,,,,,
Rasuwa,श्री कालिका सामुदायिक पुस्तकालय ,Shree Kalika Community Library,,"Dhaibung-5, Kalikasthan",016-216423,,,,,,
Rasuwa,महिला विकास समूह ,Women Development Group,,"Laharepauwa -9, Betrawati",016-217238,,,,,,
Rasuwa,श्री आकाश नेपाल ,Shree Aakash Nepal,,"Laharepauwa-9, Upallo Pauwa",010-670203,,,,,,
Rasuwa,सामाजिक सेवा समाज ,Social Service Society,,"Daibung -9, Jibjibe",010-670108,,,,,,
Rasuwa,देउराली,Deurlai,,Daibung,,,,,,,
Rasuwa,हाम्रो विकास समाज ,Our Development Society,,Daibung-5,9751086769,,,,,,
Rasuwa,तेजिलो सचेतना समाज नेपाल ,Swift Awareness Society Nepal,,Daibung-4,9851139654,,kamalachary95@gmail.com,,,,
Rautahat,सामुदायीक सेवा केन्द्र,Community Service Centre,,Jetharahiya-6 Sukadev,,,,,,,
Rautahat,सरस्वती यूवा क्लव,Sarawati Yuva Club,,Chandranigahapur-7,,,,,,,
Rautahat,हाडकस नेपाल,HADCAWC Nepal,,Garuda -6,,,,,9845374517,Dinesh Pr. Jaiswal,
Rautahat,ग्रामीण विकास केन्द्र,Rural Development Centre,,Dumariya-2 Sindhupokhari,,,,,,,
Rautahat,नवयूवक क्लव,Nawa Yuwak Club,,Gaur -3,,,,,,,
Rautahat,शिल्पकला प्रशिक्षण प्रतिष्ठान,Silpakala Training Trust,,Chandranigahapur-1,,,,,,,
Rautahat,शान्तिशील यूवा क्लब,Shantishil Youth Club,,"Laxminia -8, Himalibas",,,,,,,
Rautahat,सामुदायिक दिगो विकास केन्द्र,Community Sustainable Development Centre,,Gaur -3,,,dagpra@hotmail.com,,,,
Rautahat,यूथ सोसाइटी,Youty Society,,Gaur-8,,,,,,,
Rautahat,नवकिरण यूवा क्लव,Nawa Kiran Yuva Club,,"Dumariya-2, Nagarpur",,,,,,,
Rautahat,गाउ‘ सेवा मित्र वर्ग,Gaun Sewa Mitra Barga,,Valeriya,,,,,,,
Rautahat,जनकल्याण युवा क्लब,Public Welfare Youth Club,,Samanpur-8,,,,,,,
Rautahat,समाज सुधार मञ्च,Social Improvement Forum,,Post Sakhuhawa office,,,,,,,
Rautahat,जन यूवा क्लब,Jana yuva Club,,"Dumariya-2,",,,,,,,
Rautahat,समाज कल्याण युवा क्लब,Public Youth Club,,Bagahi -2,,,,,,,
Rautahat,बाल तथा महिला सरोकार समाज,Child and Women Concern Society,,Chandranigahapur-1,,,,,,,
Rautahat,जनज्योती युवा क्लव,Jana Joyti Youth Club,,Dumriya-2,,,,,,,
Rautahat,योङ्ग हार्ट क्लब,Young Heart Club,,Chandranigahapur-1,,,,,,,
Rautahat,विकासका लागि साथीहरु,Friends For Development Nepal,,Chandranigapur,055-540467,,friendsnepal137@yahoo.com,,9745018422,Bhupendra Khadka,
Rautahat,प्रण,Pran,,Garuda -6,055-565149,,singhsangeeta999@yahoo.com,,9845121038,chaturgun mahato,
Rautahat,जन कल्याण यूवा समिति,Public Welfare Youth Committee,,"Samanpur, Haraiya-8",,,,,9816225210,Prem kumar sah,
Rautahat,जन चेतना युवा क्लव,Public Awareness Youth Club,,Geddahiguthi-5,2056,,,,,,
Rautahat,समाज विकास कार्यक्रम नेपाल,Social Development Program Nepal,,Hardiya -6,,,,,,,
Rautahat,मातृभुमी युवा क्लव,Matribhumi Youth Club,,"Basbiddi, Jigadiya-7",,,,,,,
Rautahat,सुर्योदय युवा क्लव,Suryodaya Youth Club,,Geddahiguthi-9,,,,,,,
Rautahat,मानव अधिकार चेतना केन्द्र,Human Rights Awareness Centre,,Gaur-8,,,,,,,
Rautahat,सेभ द इन्भाएरोमेन्ट अफ नेपाल,Save the Environment of Nepal,,Chandarnigahapur -1,,,,,,,
Rautahat,जनएकता युवा क्लव,Public Unity Youth Club,,Geddahiguthi-2,,,,,,,
Rautahat,सन्तोषी युवा क्लव,Santosi Yuva Club,,Geddahiguthi-6,,,,,,,
Rautahat,एकिकृत ग्रामिण विकास केन्द्र,Integrated Rural Development Centre,,Chandranighapur-1,055-540644,,irdcgour@ntc.net.np,,9845027462,Pramod Chaudhary,
Rautahat,ग्रामीण विकास प्रवर्तन केन्द्र (इन्फर्ड),Innovative Forum For Rural Development Nepal,,Madanpur-1,,,,,9845190390,Rambinay paswan,
Rautahat,रौतहट वहिरा संघ,Rautahat Bahira Sangh,,Chainpur,,,,,,,
Rautahat,जनजागरण युवा क्लव,Public Awareness Youth Club,,,,,,,,,
