District,Zone,Geographical Region,Development Region,NGO Name in Nepali,NGO Name in English,Acronym,Address,Telephone No.,Fax No.,Email,Website,Office Mobile No.,Contact Person,Working Sector
Sunsari,Kosi,Terai,Eastern,ग्रामीण समाज उत्थान केन्द्र,Rural Society Upliftment Centre,,Khanar-4,,,,,,,
Sunsari,Kosi,Terai,Eastern,समाज विकास केन्द्र,Social Development Centre,,Chitaha,,,,,,,
Sunsari,Kosi,Terai,Eastern,अर्मुत प्रतिभा समूह,Amurta Prativa Samuha,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,अनाम आट्य जमात,Anam Aatya Jamat,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,ज्योती युथ क्लव,Jyoti Youth Club,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,आरम्भ नाट्य समूह,Aarabha Art Group,,Dharan-10,,,,,,,
Sunsari,Kosi,Terai,Eastern,राष्ट्रिय युवा क्लव,National Youth Club,,Chitaha-3,,,,,,,
Sunsari,Kosi,Terai,Eastern,आदिवासी जनजाती सेवा केन्द्र,Adibasi Janajati Sewa Kendra,,Duhabi-4,,,,,,,
Sunsari,Kosi,Terai,Eastern,पिछडिएको समाज सुधार केन्द्र (बेसिक),Backward Society Improvement Centre,,Bhaluwa-9,,,,,,,
Sunsari,Kosi,Terai,Eastern,रामगंज युवा क्लव,Ram Ganj Youth Club,,Belgachiya-4,,,,,,,
Sunsari,Kosi,Terai,Eastern,न्यू राष्ट्रिय युवा जागृती क्लव,New National Youth Jagrit Club,,Sattejhora,,,,,,,
Sunsari,Kosi,Terai,Eastern,ग्रामीण महिला उत्सुक्ता विकास मञ्च (फरवार्ड),Forum for Rural Women Couriosity Development ,,Duhabi,,,,,,,
Sunsari,Kosi,Terai,Eastern,ग्रामीण महिला उत्थान संघ,Rural Women Upliftment Association,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,सामुदायिक बिकास केन्द्र,Centre For Community Development ,,Inaruwa-9,,,,,,,
Sunsari,Kosi,Terai,Eastern,सुनसरी आइ पि एम कृषक समाज,Sunsari I.P.M. Farmers' Society,,Inaruwa-3,,,,,,,
Sunsari,Kosi,Terai,Eastern,ग्रामीण समाज सेवा केन्द्र,Rural Social Service Centre,,"Duhabi-2,Prastoki",,,,,,,
Sunsari,Kosi,Terai,Eastern,एक्काइसौ शताप्दीमा हाम्रो अभियान(अभियान नेपाल),Our Initive On Twenty first Century Nepal,,Itahari-8,,,,,,,
Sunsari,Kosi,Terai,Eastern,प्रतिभा युवा क्लब,Prativa Youth Club,,Amaduwa-3,,,,,,,
Sunsari,Kosi,Terai,Eastern,सामुदायिक सूचना तथा परामर्श सेवा केन्द्र,Community Imformation and Council Service Centre,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,मानवीय विकास र वातावरणका लागि सामाजिक संस्था,Social Organization for Humanitarian Development and Environment,,Chhitaha,,,,,,,
Sunsari,Kosi,Terai,Eastern,सुन्दर समाज निर्माण समूह,Sundar Samaj Nirman Samuha,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,अन्तराष्ट्रिय पृथ्बी बचाउ संस्था,Save tha Earth Foundation international ,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,नव जागृत समाज उत्थान क्लब,Nava Jagrit Samaj Utthan Club,,Chhitaha,,,,,,,
Sunsari,Kosi,Terai,Eastern,आदर्श यूवा क्लब,Aadarsha Youth Club,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,संस्कृत मानव जाति तथा वातावरण संरक्षण  ,Union For Cultural And Human Environmental Protection,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,नव ज्योति समाज सेवा समिति,Nav Jyoti Social Service Committee,,Purbakusaha-4,,,,,,,
Sunsari,Kosi,Terai,Eastern,चेतना अभिबृद्धि केन्द्र,Center For Awareness Promotion,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,मनकामना समाज उत्थान केन्द्र,Manakamana Social Progressive Centre,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,महिला तथा बालबालिका जागृत केन्द्र,Women and Children Awareness Centre,,Dharan-5,,,,,,,
Sunsari,Kosi,Terai,Eastern,गा्रमिण उत्थान केन्द्र,Rural Upliftment Centre,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,समाज सुधार सेवा केन्द्र,Social Improvement Service Centre,,Chimadi,,,,,,,
Sunsari,Kosi,Terai,Eastern,ग्रामिण सामुदायिक विकाश तथा उत्थान समिति,Rural Community Development and Progressive Committee,,Orawani-9,,,,,,,
Sunsari,Kosi,Terai,Eastern,ग्रामीण समाज उत्थान केन्द्र,Rural Society Development Centre,,Dewanganj-7,,,,,,,
Sunsari,Kosi,Terai,Eastern,सर्भिस युवा क्लव,Service Youth Club,,Orawani,,,,,,,
Sunsari,Kosi,Terai,Eastern,शारदा यूवा क्लव,Sharda Youth Club,,Gelabari-3,,,,,,,
Sunsari,Kosi,Terai,Eastern,चन्द्रमुखी युवा क्लब,Chandramukhi Youth Club,,Chimadi-6,,,,,,,
Sunsari,Kosi,Terai,Eastern,सेभ द अर्क,Save the Arka,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,सभ्यक शिक्षा समूह,Savyak Sikshya Samuha,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,आर्थिक तथा सामाजिक विकास केन्द्र,Economic and Social Development Centre,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,चेतनशिल समाज निर्माण नेपाल (सान–नेपाल),Awareness Society Nirman Nepal ,,Purbakusaha-8,,,,,,,
Sunsari,Kosi,Terai,Eastern,महिला विकास समिति,Women Development Committee,,Bhaluwa-9,,,,,,,
Sunsari,Kosi,Terai,Eastern,सामुदायिक महिला तथा वाल विकास समाज,Women and Children Community Development Society,,Inruwa-1,,,birendra2020@yahoo.com,,,,
Sunsari,Kosi,Terai,Eastern,आर्थिक एवं सामाजिक विकास केन्द्र नेपाल,Economic and Social Development Centre,,Inruwa-3,,,surendraesde@hotmail.com,,,,
Sunsari,Kosi,Terai,Eastern,श्री पशुपति युवा क्लव,Shree Pashupati Youth Club,,Purbakusaha-9,,,,,,,
Sunsari,Kosi,Terai,Eastern,सहभागी परिचालन केन्द्र,Participate Mobilization Centre,,Duhabi,,,,,,,
Sunsari,Kosi,Terai,Eastern,सर्भिस युवा क्लव ,Service Youth club,,,,,,,,,
Sunsari,Kosi,Terai,Eastern,समाज तथा मानवीय विकास कार्यकर्ता मञ्च ,Social and Human Development Workers Forum,,"Ekamba-2, Ubdhi",,,,,,,
Sunsari,Kosi,Terai,Eastern,महिला स्वावलम्बी विकास मञ्च नेपाल ,Women Indepency Development Forum Nepal,,Itahari-4,,,widfnepal@yahoo.com,,,,
Sunsari,Kosi,Terai,Eastern,श्री सामुदायिक समाज उत्थान केन्द्र ,Shree Community For Social Development Centre,,Dewanganj-1,,,,,,,
Sunsari,Kosi,Terai,Eastern,श्री वहुउद्देश्यीय ग्रामीण विकास केन्द्र ,Shree Multipurpose village Development Centre,,"Rajganj, Sinuwari-6",,,,,,,
Sunsari,Kosi,Terai,Eastern,नयाँ संसार ,New World,,Itahari-4,,,,,,,
Sunsari,Kosi,Terai,Eastern,दलित अभियान ,Dalit Abhiyan,,Hasposa-2,,,,,,,
Sunsari,Kosi,Terai,Eastern,दूरदृष्टि विकास समाज केन्द्र ,Distance Vision Society Centre,,Amahiwelha-2,,,,,,,
Sunsari,Kosi,Terai,Eastern,स्वावलम्वन विकास केन्द्र ,Centre For Selfhelp Development,,Chimadi-4,,,,,,,
Sunsari,Kosi,Terai,Eastern,मानव अधिकार मञ्च ,Human Rights Forum,,Itahari-1,,,arudrag3@yahoo.com,,,,
Sunsari,Kosi,Terai,Eastern,श्री नेपाल राष्ट्र ग्रामीण समाज सेवा उत्थान मञ्च ,Shree Nepal National Rural Social Service Improvement Forum ,,Chitaha-2,,,,,,,
Sunsari,Kosi,Terai,Eastern,परिवर्तनका लागि हाम्रा हातहरु–नेपाल  ,Change For Our Hands Nepal,,Itahari-2,,,,,,,
Sunsari,Kosi,Terai,Eastern,जनचेतना समूह ,Public Awareness Group,,Itahari-8,,,,,,,
Sunsari,Kosi,Terai,Eastern,यूरेशिया रेयुकाई १९औँ शाखा,Uresiya Reukai 19th Branch,,"Dharan-15, Puspalal Marg",,,,,,,
Taplejung,Mechi,Mountain,Eastern,नेपाल वनस्पतिक सम्पदा संरक्षण समूह,Nepal Banspatik Sampada Protecion Samuha,,Thukima -9,,,,,,,
Taplejung,Mechi,Mountain,Eastern,वातावरण संरक्षण तथा विकास मञ्च,Environment Conservation and Development Forum,ECDF,Taplejung-4,,024-460464,ecdftpj@ntc.net.np,www.ecdf.com,9742629683,Chandra Prakash Bhattarai,"sanitation, water"
Taplejung,Mechi,Mountain,Eastern,सुम्निमा क्लब तथा समाज सुधार विकास संघ,Sumnima Club and Social Improvement Development Organization,,"Taplejuna, Dokhu",,,,,,,
Taplejung,Mechi,Mountain,Eastern,उदय लिङ्गदेन स्मृति प्रतिष्ठान,Udaya Lingdel Memorial Trustt,,Phungling-5,,,,,,,
Taplejung,Mechi,Mountain,Eastern,हाम्रो आमा समूह,Hamro Aama Samuha,,Phungling-6,,,,,,,
Taplejung,Mechi,Mountain,Eastern,नेपाल महिला उधमी संघ,Organization of Nepal Wome Interprises ,,Phungling-5,,,,,,,
Taplejung,Mechi,Mountain,Eastern,मानाभरा यूवा समाज,Manavara Yuwa Samaj,,Sawa,,,,,,,
Taplejung,Mechi,Mountain,Eastern,नारी समाज उत्थान समिति,Manabhara Youth Society,,Phungling-4,,,,,,,
Taplejung,Mechi,Mountain,Eastern,महिला सेवा केन्द्र,Women Service Centre,,Phungling-4,,,,,,,
Taplejung,Mechi,Mountain,Eastern,सामुदायिक विकासका लागि बैकल्पिक समूह,Alternative Group for Community Development,AGCD,"Fungling-5, Taplejung",,024-460003,alternativegroup@yahoo.com,,9842653295,Ganesh Kumar Shrestha,agriculture
Taplejung,Mechi,Mountain,Eastern,सेतो गुरास बाल बिकास सेवा,Seto Gurans Child Development Service,,Phungling-4,,,,,,,
Taplejung,Mechi,Mountain,Eastern,सामाजिक विकासका लागि प्राविधिक समूह,Technical Group for Social Development,,"Fungling-4, Taplejung",,,tgsttaplejug@yahoo.com,,9842639869,Maya Gurung,poverty reduction
Taplejung,Mechi,Mountain,Eastern,नेपाल महिला जागरण संघ,Nepal Women Awakening Association ,,Phungling-5,,,,,,,
Taplejung,Mechi,Mountain,Eastern,फक्ताङलुङ समाज सेवा समूह,Phaktanglung Social Service Unit,,"Sekaiya-6, Taplejung",,,,,9842660185,Madan Krishna Dahal,
Taplejung,Mechi,Mountain,Eastern,देउलिङ्गे उन्नत कृषि अभियान,Dewaling Progressive Agriculture Campaign,,"Fungling-1, Taplejung",,,,,,Ganesh Prasad Neupane,agriculture
Taplejung,Mechi,Mountain,Eastern,वहुउद्देश्यीय सहकारी सेवा केन्द्र,Multipurpose Cooperation Service Centre,,Hangdeva,,,,,,,
Taplejung,Mechi,Mountain,Eastern,मानव अधिकार संरक्षण तथा असहाय कानूनी सेवा केन्द्र,Human Rights Protection and Helpless law Service,,"Fungling-5, Taplejung",,,,,9842770107,Bedhnidhi Poudel ,human rights
Taplejung,Mechi,Mountain,Eastern,सामाजिक सेवा मञ्च,Social Service Forum,SSM,Phungling-7,,,,,,,
Taplejung,Mechi,Mountain,Eastern,प्राकृतिक श्रोत संरक्षण तथा विकास मञ्च,Natural Resource Conservation and Development Forum,NRCDF,Phungling-4,,,,,,,
Taplejung,Mechi,Mountain,Eastern,कृषक जागरण सम्पर्क मञ्च,Forum for  Farmers Awareness Contact ,,Phungling-5,,,,,,,
Taplejung,Mechi,Mountain,Eastern,दलित उत्थान मञ्च,Dalit Up-liftment Forum,,"Fungling-5, Taplejung",,,,,9842660477,Bikam Nepali,"sanitation, water"
Taplejung,Mechi,Mountain,Eastern,ग्रामीण सुधार समिति ,Rura Development Committee,,Phungling-3,,,,,,,
Taplejung,Mechi,Mountain,Eastern,हिमाली संरक्षण मञ्च ,Hemali Conservation Forum,HCF,"Fungling-4, Taplejung",,024-460204,rameshhcf@yahoo.com,,9741065359,Gyabu Sherpa,
Taplejung,Mechi,Mountain,Eastern,आदर्श सामुदायिक विकास केन्द्र ,Aadarsh Community Development Centre,,Change-5,,,,,,,
Taplejung,Mechi,Mountain,Eastern,ग्रामीण विकास सहयोग केन्द्र,Rural Development Cooperation Centre,RDCC,"Fungling-5, Taplejung",,,ruraldcc@yahoo.com,,9842660119,Dil Kumar Mangbao,sustainable livelihood
Taplejung,Mechi,Mountain,Eastern,जलजले युवा क्लव ,Jaljale Club Sanghu,JCS,Sanghu-1 Taplejung,,,,,9741083894,Tharka Kumar Chonwang,"environment, sports"
Taplejung,Mechi,Mountain,Eastern,नेपाल ग्रामीण सेवा मञ्च ,Nepal Rural Service Forum,NRSF,Fungling-6 Taplejung,,024-460374,nrsftpj@gmail.com,,9842660402,Dinesh Adhikari,
Taplejung,Mechi,Mountain,Eastern,परिवर्तन र समानताको लागि महिला अधिकार मञ्च  ,Women Rights Forum for Change and Equality,,Fungling-2 Taplejung,,,,,9842664059,Krishna Kumari Kadaria,
Taplejung,Mechi,Mountain,Eastern,जनमुखी विकास सरोकार मञ्च नेपाल ,People Oriented Development Concern Forum,PODCFN,"Fungling-4, Taplejung",,024-460558,,,9842642603,Prakash Karki,climate change
Taplejung,Mechi,Mountain,Eastern,सामुदायिक विकास तथा परिवर्तन केन्द्र ,Agency For Community Development and Change,ACDC,Phungling-7,,,,,,,
Taplejung,Mechi,Mountain,Eastern,महिला सामाजिक सुरक्षा समिति ,Women Social Protection Committee,,Phungling-4,,,,,,,
Taplejung,Mechi,Mountain,Eastern,बीरेन्द्र युवा विकास परिवार ,Birendra Youth Development Family,,Phulping-5,,,,,,,
Taplejung,Mechi,Mountain,Eastern,ग्रामीण विकासका लागि जनचेतना एवं वातावरण मञ्च ,Forum for Public Awareness Rural Development and Environment Conservation,,Lelep-6,,,,,,,
Taplejung,Mechi,Mountain,Eastern,डाँडा गाउँ सामुदायिक विकास संस्था ,Danda Gaun Social Development Institute,,Sinam-6,,,,,,,
Taplejung,Mechi,Mountain,Eastern,आदिवासी जनजाति विकास सरोकार मञ्च नेपाल ,Indiginiouse Nationality Development Concern Forum Nepal,,"Fungling-4, Taplejung",,024-460558,,,9842664148,Mohan Chand Sawa,
Taplejung,Mechi,Mountain,Eastern,विअस मिडिया नेपाल ,UES Media Nepal,,"Fungling-4, Taplejung",,024-460558,usmedia@gmail.com,,9842664148,Prakash Karki,education
Taplejung,Mechi,Mountain,Eastern,दलित एकता समाज ,Dalit Unity Society,,Phungling-4,,,,,,,
Taplejung,Mechi,Mountain,Eastern,आदिवासी सशक्तिकरण तथा वातावरणणीय विकास केन्द्र ,Indigenous Empowerment and Environment Development  Centre,IEEDC,Fungling VDC-7 Taplejung,,,,,9842743855,Nirmala Limbu,"agriculture, environment"
Taplejung,Mechi,Mountain,Eastern,पर्यटकीय तथा धार्मिक स्थल विकास मञ्च ,Forum for Tourism and Religious Place Development ,,Phungling-5,,,prayaslimbu@gmail.com,,,,
Taplejung,Mechi,Mountain,Eastern,नेपाल महिला जागरण संघ ,Nepal Women Awareness Forum,,"Fungling-5, Taplejung",,,,,9842660683,Gita Shengdang,
Terhathum,Kosi,Hill,Eastern,छथर समाज सेवा,Chhathar Social Service,,Hamarjung,,,,,,,
Terhathum,Kosi,Hill,Eastern,सगरमाथा युवा क्लव,Sagarmatha Youth Club,,Jalajale-2,,,,,,,
Terhathum,Kosi,Hill,Eastern,धुर्वतारा युवा क्लव,Dhurbatara Youth Club,,Maygkung-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,समाजिक संचेतन वातावरण विकास केन्द्र,Social Awareness Environment And Developmet Centre,,Mayglung-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,महिला उत्थान पे्ररणा केन्द्र,Women Upliftment Motivation Centre,,Mayglung-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,सामुदायीक कृषि सेवा तथा वातावरण संगठन केन्द्र,Community Agriculture Service and Environment Organization Centre,,Sankrantibazar-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,लाली गुँरास साँस्कृतिक परिवार,Lali Gurans Cultural Family,,Jalajale-2,,,,,,,
Terhathum,Kosi,Hill,Eastern,जन कल्याण समाज,Public Welfare Society,,Mayglung,,,,,,,
Terhathum,Kosi,Hill,Eastern,समाज विकास केन्द्र,Social Development Centre,,Basantapur-4,,,,,,,
Terhathum,Kosi,Hill,Eastern,राष्ट्रिय लालीगुराँस संरक्षण व्यवस्थापन समिति,National Lali Gurans Conservation Management Committee,,Basantapur,,,,,,,
Terhathum,Kosi,Hill,Eastern,सिंहदेवी बहुउद्धेसिय बिकास केन्द्र,Singha Devi Multi Purpose Development Center,,Myanglung-1,,,,,,,Income generation program 
Terhathum,Kosi,Hill,Eastern,औपचारीक समाज विकास ,Formal Social Development ,,Basantapur-4,,,,,,,
Terhathum,Kosi,Hill,Eastern,भगवती महिला बिकास केन्द्र,Bhagawati Women Development Center,,Sankrantibazar-6,,,,,,,
Terhathum,Kosi,Hill,Eastern,आधारभूत ग्रामीण सेवा केन्द्र,Basic Rural Development Centre,,Morahang,,,,,,,
Terhathum,Kosi,Hill,Eastern,श्री सगंम नव सांस्कृतिक क्लव ,Shree Sangam Nawa Saskritik Club,,Khamlalung,,,,,,,
Terhathum,Kosi,Hill,Eastern,नारी बिकास समाज,Women Development Society,,"Iwa-6, Keling",,,,,,,
Terhathum,Kosi,Hill,Eastern,वातावरण तथा संस्कृति संगठन,Environment and Cultural Organization,,Thoklung-5,,,,,,,
Terhathum,Kosi,Hill,Eastern,वशिष्ट वंश उद्धार संस्था ,Basista Bansa Uddra Sasntha,,Morahang-7,,,,,,,
Terhathum,Kosi,Hill,Eastern,श्री चिलिङ वहुमुखी महिला ,Shree Chiling Multiple Women,,Jalajale-2,,,,,,,
Terhathum,Kosi,Hill,Eastern,सामुदायिक बिकास समाज,Community Development Society,,Sungnam-4,,,,,,,
Terhathum,Kosi,Hill,Eastern,शिक्षा खेलकुद संस्थास्वास्थ तथा विकास,"Educaiton, Sports Organization Health and Development ",,Pauthak-3,,,,,,,
Terhathum,Kosi,Hill,Eastern,आठराई युवा क्लव,Aatharai Youth Club,,Sankranti-6,,,,,,,
Terhathum,Kosi,Hill,Eastern,सामुदायिक वन वन्य जन्तु तथा वातावरण ,Community Foresty Wild Life and Environment,,Sankranti-6,,,,,,,
Terhathum,Kosi,Hill,Eastern,हेत्रुङ्ग झरना एकता युवा क्लब,Hetrung Jharana Unity Youth Club,,Isubu-3,,,,,,,
Terhathum,Kosi,Hill,Eastern,ग्रामीण विकास स्वावलम्बन समाज,Rural Development Self Reliant Society,,Sankranti-6,,,,,,,
Terhathum,Kosi,Hill,Eastern,जनचेतना अभियान,Public Awareness Campaign,,Myanglung-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,नेपाल महिला उद्यमी संघ ,Nepal Women Enterprising Association,,Myanglung-2,,,,,,,
Terhathum,Kosi,Hill,Eastern,सृजना संगम,Srijana Sangam,,Pauthak-2,,,,,,,
Terhathum,Kosi,Hill,Eastern,देउराली सोसाइटी,Deurali Society,,Myanglung-1,,,deuralids@ntc.net.np,,,,Infrastructure Development
Terhathum,Kosi,Hill,Eastern,आदर्श युवा संगम क्लब,Aadarsha Youth Sangam Club,,Myanglung-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,स्टार युथ क्लव ,Star Youth Club,,Myanglung-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,सुर गंगा ग्रामीण महिला ,Sur Ganga Rural Women,,,,,,,,,
Terhathum,Kosi,Hill,Eastern,सामुदायीक विकास समाज,Community Development Society,,Sunam Terhathum,,,,,,,
Terhathum,Kosi,Hill,Eastern,ओली सेवा समिती ,Oli Service Committee,,,,,,,,,
Terhathum,Kosi,Hill,Eastern,फाइव स्टार युवा क्लव,Five Star Youth Club,,Dagapa-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,मानव अधिकार तथा अनुसन्धान केन्द्र,Human Rights and Research Centre,,Morahang,,,,,,,
Terhathum,Kosi,Hill,Eastern,श्री आदर्श युवा क्लव ,Shree Aadarsha Youth Club,,Jirikhimti-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,वहुउद्देश्यीय सामाजिक सेवा ,Multipurpose Social Service Center,,Basantapur-4,,,,,,,
Terhathum,Kosi,Hill,Eastern,चिराइतो संरक्षण तथा विकास संस्था,Chiraito Conservation and Development Committee,,Basantapur-3,,,,,,,
Terhathum,Kosi,Hill,Eastern,सामुदायिक चेतना केन्द्र,Community Awarness Center,,,,,,,,,
Terhathum,Kosi,Hill,Eastern,मेन्छेयायम जडिबुटि संरक्षण तथा सम्बर्धन,Menchheyayam Herbal Conservation and Promotion,,Morahang-2,,,,,,,
Terhathum,Kosi,Hill,Eastern,महिला सचेतनशील समाज सेवा,Women Conscious Social Service,,Myanglung-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,नव ज्योती युवा क्लब,Nawa Jyoti Youth Club,,Istik-8,,,,,,,
Terhathum,Kosi,Hill,Eastern,ग्रामिण विकास अभियान,Rural Development Campaign,,Solma -9,,,,,,,
Terhathum,Kosi,Hill,Eastern,सामुदायिक चेतना बिकास समाज नेपाल,Community Awareness Development Society Nepal,,Myanglung-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,नागरिक साझेदारी समाज,Civil Partnership Society,,Solma -1,,,,,,,
Terhathum,Kosi,Hill,Eastern,दलित सचेतना समाज,Dalit Awareness Society Nepal,,Myanglung-1,,,dasthm@ntc.np,,,,"Income generation program, Gender, social mobilization program"
Terhathum,Kosi,Hill,Eastern,ग्रामिण समाज बिकास केन्द्र,Rural Society Development Certer,,Tamphula-9,,,,,,,
Terhathum,Kosi,Hill,Eastern,चौतारी युवा क्लब,Chautari Youth Club,,Myanglung-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,रत्नादेवी सामुदायिक परिचालन केन्द्र,Ratna Devi Community Mobilization Centre,,Hamarjung-7,,,,,,,
Terhathum,Kosi,Hill,Eastern,नागदह जनकल्याण सेवा समाज,Nagdaha Public Welfare Service Society,,Myanglung-7,,,,,,,
Terhathum,Kosi,Hill,Eastern,ईसिबु माइती युवा क्लब,Isibu Maiti Youth Club,,Isibu-6,,,,,,,Social development
Terhathum,Kosi,Hill,Eastern,डाँफे सदन समाज सेवा क्लब,Danfe Sadan Social Service Club,,Aambung-4,,,,,,,
Terhathum,Kosi,Hill,Eastern,लेकाली बहुउद्देश्यीय महिला समूह,Lekali Multipurpose Women Group,,Khamlalung-7,,,,,,,
Terhathum,Kosi,Hill,Eastern,सिर्जनशील ग्रामीण महिला समूह,Creative Rural Women Group,,Chuhandanda-2,,,,,,,
Terhathum,Kosi,Hill,Eastern,समाज विकास केन्द्र,Social Development Centre,,,,,,,,,
Terhathum,Kosi,Hill,Eastern,पोखरी एकिकृत समाज सेवा,Pokhari Integrated Social Service,,Tamphula-7,,,,,,,
Terhathum,Kosi,Hill,Eastern,सम्फर्जुङ्ग एसोसिएसन नेपाल,Sampharjung Association Nepal,,Sabla-2,,,,,,,
Terhathum,Kosi,Hill,Eastern,लेकाली वहुउद्देश्यीय महिला समूह,Likali Multipurpose Women Group,,,,,,,,,
Terhathum,Kosi,Hill,Eastern,पाथीभरा युवा क्लब,Pathivara Youth Club,,Yoyanjuk-8,,,,,,,
Terhathum,Kosi,Hill,Eastern,श्री मनकामना सामुदायिक विकास संस्था,Shree Manakamana Community Development Oganizatin,,Myanglung-2,,,,,,,
Terhathum,Kosi,Hill,Eastern,सयपत्री युवा क्लब,Sayapatri Youth Club,,Yoyanjuk-7,,,,,,,
Terhathum,Kosi,Hill,Eastern,सम्झना युवा समाज,Samjhana Youth Society,,,,,,,,,
Terhathum,Kosi,Hill,Eastern,म्याङ्गलुङ्ग सेवा समिति,Myanglung Service Committee,,Myanglung-7,,,,,,,
Terhathum,Kosi,Hill,Eastern,महिला सशक्तिकरण अभियान,Women Empowerment Campaign,,Myanglung-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,श्री समान पहुँच ,Shree Equall Access,,Myanglung-1,,,limbutm@yahoo.com,,,,
Terhathum,Kosi,Hill,Eastern,महिला उत्थान प्रेरणा केन्द्र ,Women Upliftment Motivation Centre,,Myanglung-1,,,,,,,
Terhathum,Kosi,Hill,Eastern,पाथीभरा महिला समूह ,Pathivara Women Group,,Chuhandanda-2,,,,,,,
Terhathum,Kosi,Hill,Eastern,गौखुरी आमा समूह ,Gaukhuri Mother Group,,Morahang-2,,,,,,,
Terhathum,Kosi,Hill,Eastern,सामुदायिक चेतना केन्द्र ,Community Awarness Center,,Dangapa-5,,,amit.dangapa@yahoo.com,,,,Local Development
Terhathum,Kosi,Hill,Eastern,दिगो उद्यम विकास सचेतना केन्द्र (सोडाक) नेपाल ,Sustainable Enterprise Development Conscious Centre,,Myanglung-1,,,,,,,
Udayapur,Sagarmatha,Hill,Eastern,चेलीबेटी क्लब,Chelebeti Club,,"Triyuga-1, Bokse",,,,,,Tara Rai,"Child, Women, Good Governance"
Udayapur,Sagarmatha,Hill,Eastern,सरस्वती महिला क्लव,Saraswati Mahila Club,,Triyuga-Jhilke Tole,,,,,,Sanja Danuwar,
Udayapur,Sagarmatha,Hill,Eastern,जागृती क्लब,Jagriti Club,,"Hadiya-7,Masaharniya",,,,,,Kumar Jang Karki,
Udayapur,Sagarmatha,Hill,Eastern,मानव अधिकार र वातावरण विकास केन्द्र,Human Right and Environment Development Center,,Triyuga-2 ,,,hurendecudayapur@gmail.com,,9753003363,Durga Kumar Thapa,"Human right, Social mobilization, Capacity building of agriculture stakeholder, and Peace"
Udayapur,Sagarmatha,Hill,Eastern,शिखर यूवा क्लव,Shikhar Youth Club,,"Triyuga-2, Gaighat",,,,,,Gopal Kriti,
Udayapur,Sagarmatha,Hill,Eastern,श्रृजना महिला क्लब,Srijana Mahial Club,,"Triyuga-2, Gaighat",,,,,,Shanta Rai,
Udayapur,Sagarmatha,Hill,Eastern,संगम यूवा क्लव,Sangam youth Club,,"Triyuga-10, Chuhade",,,,,,Gambhir Bd. Danuwar,
Udayapur,Sagarmatha,Hill,Eastern,आदर्श ज्योती यूवा क्लव,Aadarsha Jyoti Youth Club,,"Gaighat-2, Motigada",,,,,,,
Udayapur,Sagarmatha,Hill,Eastern,भिमसेन त्रियूगा टापु यूवा क्लव,Bhimsen Triyuga Tapu Youth Club,,"Hadiya-8, Gadiyan",,,,,,,
Udayapur,Sagarmatha,Hill,Eastern,बहुमुखी यूवा क्लव,Multiple Youth Club,,"Bhalaya Danda-1, Thakuritar",,,,,,,
Udayapur,Sagarmatha,Hill,Eastern,सुनगाभा महिला सामुदायिक संस्था ,Sungava Women Community Organization,,,,,,,,,
Udayapur,Sagarmatha,Hill,Eastern,पञ्चवती ग्रामीण विकास केन्द्र,Panchawati Rural Development Center,,"Triyuga-2, Gaighat",,,prdcudayapur@gmail.com,,9842824135,Jit B. Khadka,Community development
Udayapur,Sagarmatha,Hill,Eastern,जनप्रेमी क्लब,Jana Premi Club,,Rupatar-6 Katahare,,,,,,,
Udayapur,Sagarmatha,Hill,Eastern,स्वर्णकार सेवा समिति,Swrnakar Sewa Samiti,,Gaighat-4,,,,,,,
Udayapur,Sagarmatha,Hill,Eastern,जाल्पा यूवा समुह,Jalpa Yuba Samuha,,Jalpa Chilaune-3,,,jalpasamuha@gmail.com,,9743015543,Pushpa Pokharel,Drinking water and phusical infrastructure development
Udayapur,Sagarmatha,Hill,Eastern,क्यानभास उदयपुर,Canvas Udaypur,,"Triyuga-2, Gainghat",,,,,,,
