District,Zone,Geographical Region,Development Region,Name of NGO in Nepali,Name of NGO in English,Acronym,Address,Telephone,Fax,Email,Website,Office Mobile,Contact Person,Working Sector
Kailali,Seti,Terai,Far-Western,सुदूरपश्चिम ब्युटिपार्लर एसोसिएशन ,Far Western Beautiparlor Association,,Dhangadhi-1,,,,,,,
Kailali,Seti,Terai,Far-Western,अपाङ्ग एकता समाज ,Disable Unity Society,,Malakheti-7,9848426480,,,,,,
Kailali,Seti,Terai,Far-Western,कला तथा संस्कृति उत्थान केन्द्र नेपाल ,Art and Cultural Progressive Centre Nepal,,Dhangadhi-1,9848496061,,,,,,
Kailali,Seti,Terai,Far-Western,नेपाल विकास समाज ,Nepal Development Society,,Dhangadhi-1,9848421019,,birubom@hotmail.com,,,,
Kailali,Seti,Terai,Far-Western,गोदावरी युवा क्लव ,Godavari Youth Club,,Godawari-8,091-693280,,,,,,
Kailali,Seti,Terai,Far-Western,महिला सवलीकरण तथा परोपकार समाज ,Mahila Sabalikaran tatha Paropakar Samaj,,Dhangadhi-7,,,,,,,
Kailali,Seti,Terai,Far-Western,सामुदायिक स्वास्थ्य विकास तथा जनजागरण कार्यक्रम ,Community Health Development and People Awarness Programme,,Tikapur-9,9749001795,,,,,,
Kailali,Seti,Terai,Far-Western,अल्पसंख्यक समुदाय संरक्षण केन्द्र ,Minority Community Protect Center ,MCPC ,Dhangadi-1,9848429121,,minority.mcp@gmail.com,,,,
Kailali,Seti,Terai,Far-Western,ग्रामीण विकास संघ ,Rural Development Association ,RDA ,Dhangadi-13 ,9848442190,,,,,,
Kailali,Seti,Terai,Far-Western,थारु उत्थान समाज ग्रामीण विकास संघ ,Tharu Utthan Samaj Pahalmanpur,,Pahalmanpur-2,9848577679,,,,,,
Kailali,Seti,Terai,Far-Western,नेपाल वातावरण समन्वय समिति ,Eco Coordination Committee Nepal ,ECOC,Dhangadi-8,091-527371,,chhatrabam@yahoo.com,,,,
Kailali,Seti,Terai,Far-Western,दलित महिला अधिकार मञ्च नेपाल ,Dalit Women Right Forum-Nepal,DWRF,Dhangadi-4,091-527417,,dwrf_nepal@yahoo.com,,,,
Kailali,Seti,Terai,Far-Western,मानव अधिकार शिक्षा तथा न्यायमा पहुँच केन्द्र ,Center for Human Rights Education and Access to Justice,ADJUS,Dhangadi-5,091-524457,,edjusnepal.org@gmail.com,,,Chitra paneru,Human right
Kailali,Seti,Terai,Far-Western,सञ्चार प्रतिष्ठान नेपाल,Media Academy Nepal ,MAN,Dhangadhi-1,091-523843,,,,,Prakash Shah,Media
Kanchanpur,Mahakali,Terai,Far-Western,आदर्श नेपाल ,Aadarsa Nepal,,Mahendranagar-3,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,यूथ क्लब,Youth Club,,Yethapur,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,बैजनाथ युवा जनसेवा समिति,Baijnatha Youth Public Service Committee,,Mahendranagar-12,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,त्रिपुरा क्लब,Tripura Club,,Mahendranagar-5,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,अपाङ्ग कल्याण सेवा,Disable Welfare Service,,Mahendranagar-5,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल राष्ट्रिय समाज कल्याण संघ,Nepal National Society Welfare Organization,,Mahendranagar-18,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,एकता युवा क्लब ,Ekata Youth Club,,Mahendranagar-2,099-523044,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,त्रिवेणी क्लब,Tribeni Club,,Mahendranagar-6,099-521590,,khadkaupendra@hotmail.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सूर्योदय युवा क्लव,Suryoday Youth Club,,Suda-8,25097,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महिला स्वास्थ्य स्वयं सेविका समन्वय समिति ,Female Community Health Volunteer Coordination Committee ,,Krishnapur,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महिला स्वास्थ्य स्वयं सेविका समन्वय समिति,Female Community Health Volunteer Coordination Committee ,,Suda-1,21597/24087,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,जनजागरण यूवा क्लब,Public Awareness Youth Club,,Laxminagar-9,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,संजीवनी नेपाल,Sanjibani Nepal,,Mahendranagar-4,099-522528,,binod_bhatt27@hotmail.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल पर्यावरण तथा सामाजिक संरक्षण समाज,Nepal Environment and Social Conservation Society,,Mahendranagar-4,522107,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सरस्वती युवा क्लब,Saraswati Youth Club,,Jhalari-9,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,ध्रुबतारा युवा क्लब,Dhurbatara Youth Club,,Jhalari-7,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सामाजिक समानता अभियान,Social Equal Campaign,,Mahendranagar-5,099-523793,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,बासुलिङ्ग जनसेवा युवा क्लब,Basuling Public Service Youth Club,,Kishnapur-1,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,मिरर नेपाल,Mirror Nepal,,Mahendranagar-5,522421,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल समाज सेवा संघ,Nepal Society Service Organization,,Parasana-4,99524851,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सामुदायिक विकास केन्द्र,Community Development Centre,,Mahendranagar-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,बैजनाथ युवा क्लब,Baijnatha Youth Club,,Daiji-3,22551,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,प्रयास मञ्च नेपाल,Prayas Forum Nepal,,Suda-2,524657/522573,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महिला सशक्तिकरण तथा सूचना प्रविधि समाज,Women Empowerment and Information Technology Society,,Mahendranagar-4,522483,,women_information@hotmail.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,रिस्पेक्ट नेपाल,Respect Nepal,,Dodhara-7,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,मेलौली महिला विकास समाज,Memauli Women Development Society,,Mahendranagar-5,099-524894,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,हिमालय सामाजिक सेवा समिति,Himalaya Society Service Committee,,Mahendranagar-8,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सामुदायिक वातावरणीय विकास केन्द्र,Community Environment Development Centre,,Mahendranagar,21218,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महिला सशक्तिकरण तथा बाल जागरण नेपाल,Women Empowerment and Children Awareness Nepal,,Mahendranagar-4,099-521510,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,वैजनाथ धाम तथा वृद्धाश्रम सेवा समिति,Baijanatha Dham and Bridhhasram Sewa Samiti,,Suda-6,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नव सिर्जनशिल समाज,Nav Srijanshil Samaj,,Bhimdatta Municipality,522576/521699,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सहभागितात्मक ग्रामिण महिला विकास संघ नेपाल,Participatory Rural Women Development Organization,,Mahendranagar-16,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,किर्तीमान समिति,Kritiman Committee,,Mahendranagar-16,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,जन सेवा युवा क्लब,Public Service Youth Club,,Daiji-5,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,जन जागरण अभियान,Public Awareness Campaign,,Shreepur,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सामुदायिक कृषि विकास तथा वातावरण संरक्षण मञ्च,Community Agriculture Development and Emvironment Conservation,,Mahendranagar-4,525276/21650,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,कालिका युवा क्लब,Kalika Youth Club,,Mahendranagar-3,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नव प्रतिभा कलाकार संगम,Nava Prativa Kalakar Sangam,,Mahendranagar-18,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,संकटा व्वाईज क्लब,Sankata Boys Club,,Mahendranagar-18,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,ज्वाला युवा क्लब,Jwala Youth Club,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,त्रिशुली युवा क्लब,Trishul Youth Club,,Beldangi-5,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,झिलमिला समाज सेवा केन्द्र,Jhilmila Society Service Centre,,Mahendranagar-10,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,बैजनाथ समाज कल्याण प्रगति संघ,Baijanatha Society Welfare Progressive Organization,,Suda,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,स्टार एजुकेशन सोसाइटी,Star Education Society,,Mahendranagar-16,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,ग्रामिण परिवार कल्याण संघ,Rural Family Welfare Organization,,Suda-1,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नवदुर्गा सामाजिक सेवा समिति,Nava Durga Society Service Committee,,Suda-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,शान्ति युवा क्लव,Shanti Youth Club,,Daiji-2,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,एकिकृत विकास नेपाल,Integrated Development Nepal,,Rampur-4,25491,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सपोर्ट फाउण्डेशन,Support Foundation,,Mahendranagar-4,099-525312,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,मानव अधिकार तथा सामाजिक सशक्तिकरण केन्द्र,Human Rights and Society Empowement Centre,,Shreepur-4,,,pallab_9nsec@yahoo.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सगरमाथा जनसेवा संस्था,Sagarmatha Public Service Organization,,Gulariya-5,091-550651,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सिद्धनाथ युवा क्लब,Siddhanath Youth Club,,Chandani,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सामुदायिक स्वास्थ्य सेवा तथा अनुसन्धान समिति,Community Health Service and Research Committee,,Mahendranagar-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,ग्रामीण विकास श्रोत केन्द्र,Rural Development Resource Centre,,Parasan,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,त्रिवेणी आदर्श समाजसेवा संघ,Tribeni Aadarsa social Service Association Nepal,,Jhalai-2,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,जन जागृति युवा क्लब,Jana Jagriti Yuwa Club,,Jhalari-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,कंचन क्लब,Kanchan Club,,Mahendranagar-6,521025,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,वातावरण तथा सामुदायिक विकास मञ्च,Environment and Community Development Forum,,Mahendranagar-6,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल पर्यावरण तथा शिक्षा विकास समाज,Nepal Environment and Education Development Society,,Shreepur-4,525150,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,पशुपतिनाथ युवा क्लब,Pashupatinatha Yuwa Club,,Mahendranagar-8,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल शैक्षिक तथा पर्यावरण विकास समाज,Nepal Education and Environment Development Society,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,वातावरण संरक्षण तथा गरीवि निवारण संस्था,Environment Conservation and Poverty Allevation Organization,,Mahendranagar-4,099-524851,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महाशक्ति युवा क्लब,Mahashakati Youth Club,,Daiji,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सामुदायिक ग्रामीण विकास संघ,Community Rural Development Organization,,Parasan-3,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सगरमाथा युवा क्लब,Sagarmatha Yuwa Club,,Mahendranagar-17,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,कञ्चन भैसी पालन कृषक समूह,Kanchan Buffalo Farming Farmer Group,,Mahendranagar-17,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,जनसेवा समिति,Public Service Committee,,Mahendranagar-3,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सामुदायिक विकास नेपाल,Community Development Nepal,,Dodhara-1,099-529227,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल वातावरण तथा सामुदायिक बिकास समाज,Nepal Enviornment and Community Development Society,,Mahendranagar-18,522728,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,वातावरण तथा महिला संरक्षण मञ्च,Environment and Women Protection Forum,,Mahendranagar-4,21529,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,असहाय बिमारी सहयोग कोष,Poor Patients Helping Fund,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल वातावरण बचाउ अभियान,Campaign of Save the Emvironment ,,Alari,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नारी उत्थान केन्द्र,Women Upliftment Centre,,Mahendranagar-18,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,प्रगतिशिल युवा क्लब,Progressive Youth Club,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महाकाली साहित्य संगम,Mahakali Lit,,Mahendranagar-3,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नव शक्ति यूवा क्लब,Nava Shakti Yuwa Club,,Dekhatvali,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,ग्रामिण समुदाय उत्थान  तथा वातावरण संरक्षण केन्द्र,Rural Community Uplifment and Environment Protection Centre,,Parasan,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सृजनशील समाज,Srijanshil Samaj,,Shreepur-6,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,प्रगति भिलेज स्पोर्ट क्लब,Pragati Village Sports Club,,Mahendranagar-11,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,युवा बाल कल्याण संरक्षण समिति,Youth Children Welfare Protection Committee,,Pipaladi-1,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,त्रिवेणी जनचेतना समाज,Tribeni Public Awareness Society,,Mahendranagar-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,पुर्णिमा यूवा क्बल,Purnima Youth Club,,Pipaladi-7,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,राम नाम धार्मिक सेवा समिति,Ram Nam Dharmik Sewa Samiti,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महिला बिकास समाज,Women Development Society,,Mahendranagar-10,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,मलिकार्जुन समाज सेवा समिति,Malikarjun Social Service Committee,,Mahendranagar-2,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल स्वास्थ्य तथा शिक्षा बिकास समिति,Nepal Helath and Education Development Committee,,Trivuwanbasti,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,निङ्गलासैनी युवा क्लब,Nigalasaini Youth Club,,Mahendranagar-18,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,शिवशक्ति प्रगतिशील युनेस्को समाज,Shiva Shakti Progressive UNESCO Society,,Dekhatvuli-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,थारु महिला मञ्च,Tharu Women Forum,,Mahendranagar,,,twof@kent.com.np,,,,
Kanchanpur,Mahakali,Terai,Far-Western,दिगो मानव विकास संस्था,Sustainable Human Development Organization,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,हरित स्वर्ण युवा क्लब,Harit Swrna Yuwa Club,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,झिलमिला ग्रामिण बिकास समाज,Jhilamila Rural Development Society,,Mahendranagar-9,570012,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,न्यू मिलेनियम युवा क्लब,New Mellenium Youth Club,,Daiji-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,प्रयास,Prayas ,,Mahendranagar-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,मानव अधिकार तथा वातावरण संरक्षण केन्द्र,Human Rights and Environment Protection Centre,,Mahendranagar-1,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,शुक्लाफाँटा युवा क्लब,Shuklafat Yuwa Club,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,वातावरण एवं कृषि सुधार मञ्च नेपाल,Forum For Environmental and Agriculture Reformation  Nepal,,Mahendranagar-8,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,जन चेतना समाज नेपाल,Public Awareness Society Nepal,,Mahendranagar-3,521617,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,ग्रामिण सामुदायिक विकास केन्द्र,Rural Community Development Centre,,Mahendranagar-18,524403/525030,,b_rcdcmnr@yahoo.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,बेस,Base,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सामुदायिक बिकास तथा वातावरण समाज,Community Development and Environment Society,,Mahendranagar-18,099-524050,,ceps@redffmail.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल गरीब दलित उत्थान समिति,Nepal Poverty Dalit Upliftment Committee,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,समाज सुधार समिति,Society Improvement Committee,,Daiji-1,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,दक्षिण एशिया अध्ययन तथा विकास केन्द्र,South Asia Study and Development Centre,,Mahendranagar-4,521901,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महिला मुक्ति सेवा केन्द्र,Women Freedom Service Centre,,Pipaladi-1,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,त्रिशक्ति विकासवादी समाज,Trishakti Evolutionary  Society,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,समाज सशक्तिकरण परिषद,Society Empowerment Council,,Krishnapur-5,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,लालीगुराँस यूवा क्लब,Laligunras Youth Club,,Raikabar-5,521741,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,मोतिपुर समाज सुधार समिति,Motipur Social Improvement Committee,,Krishnapur-1,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,पृथुल युवा क्लब,Prithul Youth Club,,Suda-6,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,"शैक्षिक अनुसन्धान, प्रवद्र्धन तथा विकास नेपाल",Educational Research Promotion and Development Nepal,,Mahendranagar-4,099-524911,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सृजनशील सामुदायिक संस्था,Creative Community Organization,,Jhalari-3,,,bhim_awasthi@yahoo.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नागरिक समाज तथा एकता परिषद,Civil Society and Unity Council,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,कालिका बजार व्यवस्थापन समिति,Kalika Market Management Committee,,Kalika-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महिला शशक्तिकरण समाज नेपाल,Women Empowerment Society Nepal,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सिर्जनशिल साँस्कृतिक परिवार,Innovative Cultural Family,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,समाज कल्याण अंचल बाल अनाथालय,Social Welfare Zonal Child Shelterhome,,Mahendranagar,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,भगवती ग्रामिण बिकास केन्द्र,Bhagawati Rural Development Centre,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नव प्रतिभा क्लब,Nava Prativa Club,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,ग्रामिण सामुदायिक तथा वातावरणीय विकास समाज,Rural Community and Environment Development Society,,Mahendranagar,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सहकार्य समाज नेपाल,Co-working Society Nepal,,Parasan-3,099-523903,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,मानव संसाधन विकास केन्द्र,Human Resource Development Centre,,Mahendranagar,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,कृषि तथा वातावरण सुधार नेपाल,Agriculture and Environment  Improvenment Nepal,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,वैतडा सामुदायिक विकास परियोजना,Baitada Community Development Project,,Daiji-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,वातावरण संरक्षण तथा समाज कल्याण संघ,Preservation Of Environment And Social Welfare Association ,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,बसन्त प्रतिभा युवा क्लब,Basanta Prativa Youth Club,,Mahendranagar-1,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल ग्रामिण विकास कार्यक्रम,Nepal Rural Development Program,,Shreepur-4,099-525082,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,स्वीट नेपाल,Sweet Nepal,,Mahendranagar-18,099-24120,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,श्री कृष्ण ग्राम सेवा समिति,Shree Krishna Gram Sewa Samiti,,Mahendranagar -17,099-522140,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,बालबालिका तथा महिला जनचेतना विकास मञ्च,Children and Women Awareness Development Forum,,Mahendranagar-4,521590/21288,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,पुनर्जीवन केन्द्र,Punarjiwan Kendra,,Mahendranagar-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल सोसियल डेबलपमेन्ट एशोसिएसन,Nepal Social Development Association,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,वातावरण संरक्षण तथा गरिबी निवारण संस्था,Environment Protection and Proverty Allevation Organization,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,"सारदा संगम युवा क्लब, सारदा सामाजिक समानता विकास संघ (नयाँ नाम)",Social Equal Developmetn Organization,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,शिव सेवा महिला प्रगती समाज,Shiva Sewa Mahila Pragati Samaj,,Mahendranagar-2,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सिद्धेश्वर युवा क्लव,Siddheswor Youth Club,,Rampur-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,गरीवि न्यूनीकरण तथा उद्यमशील समाज नेपाल,Poverty Allivation and Industrious Socety Nepal,,Rampur-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सामाजिक सेवा समिति,Social Service Committee,,Mahendranagar-19,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western, श्री वैजनाथ नारी कल्याण समाज,Shree Baijnatha Women Welfare Society,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सामुदाय वातावरण तथा वालवालिका संघ ,Community Environment and Children Organization,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,श्री सिद्धनाथ गाँउ सेवा समाज ,Shree Siddhanatha Village Service Society,,Suda-7,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महिला सशक्तिकण तथा सूचना प्रविधि समाज,Women Empowerment and Information Technology Society,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,प्रगती युवा क्लव ,Pragati Youth Club,,Beldangi-9,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सृजनशिल सामुदायिक संघ,Srijanshil Community organization,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,ग्यालेकसी युथ क्लब ,Gyalexi Youth Club,,Daiji-1,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western, स्थानीय विकास मञ्च ,Local Development Forum,,Bhasi-1,099-521615,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सशक्तिकरण तथा समग्र विकास संयोजन कार्यक्रम नेपाल ,Empowerment and Wholism Development Coordination Program Nepal,,Mahendranagar-18,099-525558,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,दिगो वातावरण कल्याण संघ नेपाल ,Sustainable Environment Welfare Organization Nepal,,Mahendranagar-18,099-525096,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सुदूर पश्चिमाञ्चल विकास मञ्च,Far Western Region Development Forum ,,Mahendranagar-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,एकिकृत विकासका लागि राष्ट्रिय सहकार्य नेपाल ,National Partnership  for Integrated Development Nepal,,Mahendranagar-18,985875023,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महिला आय आर्जन तथा स्वःरोजगार केन्द्र  ,Mahila Aaya Aarjan tatha Swa- Rojgar Kendra,,Mahendranagar-1,523522,,bikram522659@yahoo.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,श्री प्रगति युवा क्लब ,Shree Pragati Youth Club,,Beldangi-9,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,राष्ट्रिय महिला आवाज ,Rastriya Mahila Aawaj,,Mahendranagar-6,099-525439,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महिला तथा वृद्ध सेवा केन्द्र ,Women and Adult Service Center,,Bhimdatta Municipality-4,,,,,,,Awareness Program
Kanchanpur,Mahakali,Terai,Far-Western,मानवीय सुधार तथा संरक्षण समाज नेपाल ,Society For Human Improvement and Protection  Nepal,,Mahendranagar-6,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल ग्रामीण विकास अभियान ,Nepal Rual Development Compagin ,,Beldangi -3,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,थरुवा चेतना क्लब ,Tharuwa Chetan Club,,Rauteli Bichuwa-7,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,प्राणी र वातावरणका लागि मानव ,Human for Animal and Environment,,Suda-3,521625,,muku_devan_kc@hotmail.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सूर्योदयो युवा क्लब ,Suryoday Youth Club,,Daiji-3,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महाकाली ग्रामीण विकास फोरम ,Mahakali Rural Development Froum,,Mahendranagar-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,एकता युवा क्लब ,Ekta Youth Club,,Beldandi-6,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,दलित सामुदायिक विकास मञ्च ,Dalit Community Development Forum,,Pipaladi-9,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,जनशक्ति युवा क्लब ,Jana Shakti Youth Club,,Laxmipur-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,राष्ट्रिय जनचेतनामूलक समाज ,National Public Awarness Society,,Mahendranagar-3,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,रिक्सा तथा साइकल व्यवसाय समिति ,Riksa and Cycle Business Committee,,Mahendranagar-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सामाजिक न्याय सहजीकरण नेपाल,Social Justice Facilitator  Nepal,,Mahendranagar-18,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,ग्वासी बहुउद्देश्यीय विकास समाज नेपाल ,Gyasi Multipurpose Development Society Nepal,,"Rekbar, Bichawa-4",,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,रौलेश्वर जनसेवा समिति ,Rauleswor Public Service Committee,,Jhalari-9,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महिला बालबालिका संरक्षण मञ्च ,Women Children Presarvation Forum,,Mahendranagar-4,,,,,,,
